Contributor/Author,Date Accessioned,Date Available,Date Issued,Link,Publisher,Rights,Subjects,Title,Filename,FileSize,Category,Language
Ayyashaasatri Soosale,2010-08-10T10:33:22Z,2010-08-10T10:33:22Z,1916/02/18,http://oudl_osmania_ac_in/handle/OUDL/4638,Soosale Ayyashaasatri,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Mahishuura Mahaaraaja Charitran',200716_OU_Mahishuura_Mahaaraaja_Charitran'.pdf,22.59Mb,Publications,Kannada
Kapuurar Raamachan'dra Tryan'baka,2010-08-10T08:44:55Z,2010-08-10T08:44:55Z,1921//,http://oudl_osmania_ac_in/handle/OUDL/3268,Vaay Ji Kulakarnd-i,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Mad'i Mailigaya Gut't'u,198399_OU_Mad'i_Mailigaya_Gut't'u.pdf,4.701Mb,Publications,Kannada
Bharatiipriya,2010-08-10T09:57:01Z,2010-08-10T09:57:01Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/4216,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Rudraveind-i 51,200243_OU_Rudraveind-i_51.pdf,7.930Mb,Publications,Kannada
Viveikaanan'da Svaami,2010-08-10T08:44:55Z,2010-08-10T08:44:55Z,1953//,http://oudl_osmania_ac_in/handle/OUDL/3269,Raamakrxshhnd-aashrama,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Deivaduuta Visukrista,198388_OU_Deivaduuta_Visukrista.pdf,1.775Mb,Publications,Kannada
Raamakrxshhnd-ayya Pa,2010-08-10T10:33:24Z,2010-08-10T10:33:24Z,1921/02/17,http://oudl_osmania_ac_in/handle/OUDL/4639,Manoohara Gran'tha Bhan'd'aara,OUT_OF_COPYRIGHT,TECHNOLOGY;Medical sciences,Aayurveidasaara Prathama Bhaaga,200690_OU_Aayurveidasaara_Prathama_Bhaaga.pdf,73.05Mb,Publications,Kannada
Somanaatha,2010-08-10T08:44:56Z,2010-08-10T08:44:56Z,1923//,http://oudl_osmania_ac_in/handle/OUDL/3274,Maisuura Vishvavidyaalaya,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Poetry;Poems;Verse,Akrura Charitre,198339_OU_Akrura_Charitre.pdf,9.719Mb,Publications,Kannada
Raamasvaami Goruuru,2010-08-10T08:44:57Z,2010-08-10T08:44:57Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3275,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Saahityada Jiivaal'a,198289_OU_Saahityada_Jiivaal'a.pdf,4.041Mb,Publications,Kannada
Jooshi Shan' Baa,2010-08-10T08:44:57Z,2010-08-10T08:44:57Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3276,Maadhava Ballaal'a Ban'dhugal'u,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literature,Ed'egal'u Heil'uva Kan'naad'a Kate,198362_OU_Ed'egal'u_Heil'uva_Kan'naad'a_Kate.pdf,16.44Mb,Publications,Kannada
Bhat't'a Ke Laqs-minaaraayand-a,2010-08-10T08:44:58Z,2010-08-10T08:44:58Z,1929//,http://oudl_osmania_ac_in/handle/OUDL/3277,Ke Laqs-minaaraayand-a Bhat't'a,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Shreiguru Charitra 9,198378_OU_Shreiguru_Charitra_9.pdf,17.15Mb,Publications,Kannada
Krxshhnd-araav A Na,2010-08-10T08:44:58Z,2010-08-10T08:44:58Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/3278,Karnaat'aka Saahitya Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kaamanabillu Bhaaga 2,198406_OU_Kaamanabillu_Bhaaga_2.pdf,11.26Mb,Publications,Kannada
Chidan'barayya Divan'gata Yosakeri,2010-08-10T08:44:59Z,2010-08-10T08:44:59Z,1949//,http://oudl_osmania_ac_in/handle/OUDL/3279,Saahitya Bhaan'd'aara,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bharatakhan'd'ada Jiivajyotiigal'u 1,198272_OU_Bharatakhan'd'ada_Jiivajyotiigal'u_1.pdf,7.701Mb,Publications,Kannada
Vad'avi Vai Vaa Bhiimaachaarya,2010-08-10T08:44:59Z,2010-08-10T08:44:59Z,1939//,http://oudl_osmania_ac_in/handle/OUDL/3280,Bhi Pa Kaal'i,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Kanaka Mahimaadarsha,198364_OU_Kanaka_Mahimaadarsha.pdf,9.137Mb,Publications,Kannada
Krxshhnd-araav A Na,2010-08-10T08:44:59Z,2010-08-10T08:44:59Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3281,Anan'd Bradarsa,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literary forms;Genres,Kannad'a Saahitya Mattu San'sakrxti Bhaaga 2,198284_OU_Kanna ... u_San'sakrxti_Bhaaga_2.pdf,10.23Mb,Publications,Kannada
Raamakrxshhnd-aashrama,2010-08-10T08:45:00Z,2010-08-10T08:45:00Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3282,Raamakrxshhnd-aashrama,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Triveind-ii,198254_OU_Triveind-ii.pdf,12.74Mb,Publications,Kannada
Raamaraav Yan',2010-08-10T08:45:03Z,2010-08-10T08:45:03Z,1930//,http://oudl_osmania_ac_in/handle/OUDL/3287,Suboodha Prakat'anaalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Kusumaan'jali Suboodha Gran'tha Maale 16,198415_OU_Kusum ... odha_Gran'tha_Maale_16.pdf,34.22Mb,Publications,Kannada
Kamalaapura Bhiimaraava Svaamiraava,2010-08-10T08:45:01Z,2010-08-10T08:45:01Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3283,Hand-aman'taraava Bhiimaraava Kamalaapuura,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Sat Kathaa,198298_OU_Sat_Kathaa.pdf,23.99Mb,Publications,Kannada
Karpuura Aagaa T'a,2010-08-10T09:57:02Z,2010-08-10T09:57:02Z,1927//,http://oudl_osmania_ac_in/handle/OUDL/4218,Aagaa T'a Karpuura,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kannad'igara Kaarasthaana,200174_OU_Kannad'igara_Kaarasthaana.pdf,7.586Mb,Publications,Kannada
Raamaraav Yan',2010-08-10T08:45:01Z,2010-08-10T08:45:01Z,1925//,http://oudl_osmania_ac_in/handle/OUDL/3284,Suboodha Prakat'anaalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Kusumaan'jali Suboodha Gran'tha Maale 7,198408_OU_Kusum ... oodha_Gran'tha_Maale_7.pdf,22.53Mb,Publications,Kannada
Naad'agiira Naaraayand-a Bhiimaraava,2010-08-10T10:33:25Z,2010-08-10T10:33:25Z,1933/02/17,http://oudl_osmania_ac_in/handle/OUDL/4640,Dhaaravaad'ada Karnaat'aka Shikshhand-a Samiti,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kurud'a Dharma 15,200677_OU_Kurud'a_Dharma_15.pdf,9.390Mb,Publications,Kannada
Ayyan'gaaraa Maasti Ven'kat'eisha,2010-08-10T08:45:05Z,2010-08-10T08:45:05Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3290,Jiivana Kaaryaalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Raviin'dranaatha T'haakuuraru 6,198345_OU_Raviin'dranaatha_T'haakuuraru_6.pdf,53.92Mb,Publications,Kannada
Sharmaa Pan' Vighneishvara,2010-08-10T08:45:01Z,2010-08-10T08:45:01Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3285,Parnd-akut'a Gran'thamaalaa,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Shreinaatha,198401_OU_Shreinaatha.pdf,5.079Mb,Publications,Kannada
Baridudu Deivud'u,2010-08-10T08:45:02Z,2010-08-10T08:45:02Z,1935//,http://oudl_osmania_ac_in/handle/OUDL/3286,Deivud'u Baridudu,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Karnd-aat'aka San'sakrxti,198336_OU_Karnd-aat'aka_San'sakrxti.pdf,13.93Mb,Publications,Kannada
Shreinivaasa Raa Ven',2010-08-10T09:57:03Z,2010-08-10T09:57:03Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/4219,Han'sa Limit'ed' Prakaashakaru,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bisilugudure Maale 6,200250_OU_Bisilugudure_Maale_6.pdf,18.45Mb,Publications,Kannada
Rudramunisvaami Pan' Muu,2010-08-10T08:45:04Z,2010-08-10T08:45:04Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/3288,Bhaaratii Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Mul'l'ina Haasige,198350_OU_Mul'l'ina_Haasige.pdf,21.18Mb,Publications,Kannada
Raav Pailuura Laqs-minaaraayand-a,2010-08-10T08:45:06Z,2010-08-10T08:45:06Z,1935//,http://oudl_osmania_ac_in/handle/OUDL/3292,E Bi Shat't'a,IN_COPYRIGHT,TECHNOLOGY;Agriculture and related sciences and techniques;Forestry;Farming;Wildlife exploitation,Jeinu Nond-a Saakuvike,198375_OU_Jeinu_Nond-a_Saakuvike.pdf,11.53Mb,Publications,Kannada
San'kalana,2010-08-10T08:45:04Z,2010-08-10T08:45:04Z,1940//,http://oudl_osmania_ac_in/handle/OUDL/3289,Ran'gaman'ga Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Taapatraya,198342_OU_Taapatraya.pdf,3.635Mb,Publications,Kannada
Kamalamma Es,2010-08-10T09:57:04Z,2010-08-10T09:57:04Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/4220,Ti Vi Ke Muurti,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Baad'ida Bal'l'i Maale 6,200167_OU_Baad'ida_Bal'l'i_Maale_6.pdf,10.73Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T08:45:06Z,2010-08-10T08:45:06Z,1935//,http://oudl_osmania_ac_in/handle/OUDL/3291,Satyashoodhana Prakat'ana Man'dira,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Shreiraamachan'dra,198352_OU_Shreiraamachan'dra.pdf,7.319Mb,Publications,Kannada
Shreidhara Ba He,2010-08-10T08:45:08Z,2010-08-10T08:45:08Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3295,Bhaalachan'dra Phaand-eikara,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literature,Hosagannad'a Saahityakaili,198310_OU_Hosagannad'a_Saahityakaili.pdf,7.850Mb,Publications,Kannada
Hogaara Yu Ji,2010-08-10T08:45:07Z,2010-08-10T08:45:07Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3293,Sit'i Buk St'aal,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bhakti Vijaya,198306_OU_Bhakti_Vijaya.pdf,16.78Mb,Publications,Kannada
Naaraayand-araaya Kulakarnd-i,2010-08-10T10:33:26Z,2010-08-10T10:33:26Z,1930/02/17,http://oudl_osmania_ac_in/handle/OUDL/4641,Ban'kaapurada Shivaanan'dasuunu,IN_COPYRIGHT,NATURAL SCIENCES;Zoology,Deivaru Sattanei 2,200678_OU_Deivaru_Sattanei_2.pdf,18.26Mb,Publications,Kannada
Krxshhnd-araay A Na,2010-08-10T08:45:08Z,2010-08-10T08:45:08Z,1944//,http://oudl_osmania_ac_in/handle/OUDL/3294,Pragatishiila Leikhakara San'gha,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Myaaksin' Garki,198328_OU_Myaaksin'_Garki.pdf,36.26Mb,Publications,Kannada
Keishavayya E,2010-08-10T08:45:09Z,2010-08-10T08:45:09Z,1936//,http://oudl_osmania_ac_in/handle/OUDL/3296,T'a Ke Krxshhnd-a Svaami Shet't'a,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Vichitra Kathaa Prapan'chan',198334_OU_Vichitra_Kathaa_Prapan'chan'.pdf,31.17Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T10:33:27Z,2010-08-10T10:33:27Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/4642,Satyashoodhana Prakat'ana Man'dira,IN_COPYRIGHT,GENERALITIES,Ratnana Padagal'u,200720_OU_Ratnana_Padagal'u.pdf,8.024Mb,Publications,Kannada
Kulakarand-i Dattaatreiya,2010-08-10T08:45:09Z,2010-08-10T08:45:09Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/3297,Lalita Saahitya Maale,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Hakkiya Not'a,198329_OU_Hakkiya_Not'a.pdf,4.035Mb,Publications,Kannada
Ichchan'gimat'ha Girijaadeivi,2010-08-10T08:45:10Z,2010-08-10T08:45:10Z,1940//,http://oudl_osmania_ac_in/handle/OUDL/3298,Girijaadeivi Ichchan'gimat'ha,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bhaarata Naad'a Deiviyaru,198273_OU_Bhaarata_Naad'a_Deiviyaru.pdf,14.13Mb,Publications,Kannada
Raamaraav Yan',2010-08-10T08:45:10Z,2010-08-10T08:45:10Z,1928//,http://oudl_osmania_ac_in/handle/OUDL/3299,Suboodha Prakat'anaalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Kusumaan'jali Suboodha Gran'tha Maale 12,198412_OU_Kusum ... odha_Gran'tha_Maale_12.pdf,29.59Mb,Publications,Kannada
Keishavadaasaru Shreirtanaachaarya Biiluuru,2010-08-10T08:45:11Z,2010-08-10T08:45:11Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/3300,Shreirtanaachaarya Biiluuru Keishavadaasaru,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Shrei Raaghaven'dra Vijaya Vistaara Dvitiiya,198255_OU_Shrei ... jaya_Vistaara_Dvitiiya.pdf,15.18Mb,Publications,Kannada
Ayyan'gaaraa Maasti Ven'kat'eisha,2010-08-10T08:45:12Z,2010-08-10T08:45:12Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3301,Jiivana Kaaryaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bhaarata Tiirtha,198263_OU_Bhaarata_Tiirtha.pdf,35.73Mb,Publications,Kannada
Kaamatha Em En,2010-08-10T08:45:13Z,2010-08-10T08:45:13Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3302,Baalasaahitya Man'd'ala,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Yaadavakrxshhnd-a,198377_OU_Yaadavakrxshhnd-a.pdf,6.947Mb,Publications,Kannada
Krxshhnd-ashaastrii Chi,2010-08-10T08:45:13Z,2010-08-10T08:45:13Z,1921//,http://oudl_osmania_ac_in/handle/OUDL/3303,Chi Krxshhnd-ashaastrii,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Karnaat'aka Gran'thamaala Nad'eval'i 98,198337_OU_Karna ... thamaala_Nad'eval'i_98.pdf,18.02Mb,Publications,Kannada
Ven'kat'araamayya Si Ke,2010-08-10T08:45:14Z,2010-08-10T08:45:14Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3304,Svatan'tra Karnd-aat'aka Pavaraa Pres,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Raghuvan'sha Saara On'daneya Bhaaga,198258_OU_Raghuvan'sha_Saara_On'daneya_Bhaaga.pdf,12.15Mb,Publications,Kannada
Krxshhnd-araav A Na,2010-08-10T09:57:04Z,2010-08-10T09:57:04Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/4221,Karnaat'aka Saahitya Man'dira,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kand-nd-umuchchaale,200238_OU_Kand-nd-umuchchaale.pdf,5.370Mb,Publications,Kannada
Krxshhnd-aaraav A Na,2010-08-10T08:45:15Z,2010-08-10T08:45:15Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3306,Vishvavaand-i Prakat'ana Man'dira,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Karnaat'akada Kalaavidaru,198277_OU_Karnaat'akada_Kalaavidaru.pdf,63.13Mb,Publications,Kannada
Biichi,2010-08-10T08:45:14Z,2010-08-10T08:45:14Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3305,Tin'ma Saahityamaalaa,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Tin'mana Tale,198397_OU_Tin'mana_Tale.pdf,7.077Mb,Publications,Kannada
Raamakrxshhnd-a Ke Bi,2010-08-10T08:45:15Z,2010-08-10T08:45:15Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3307,Ke Bi Raamakrxshhnd-a,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Hon'dovala Han'balu,198348_OU_Hon'dovala_Han'balu.pdf,4.907Mb,Publications,Kannada
Biid'eikaraa Maalatibaayi,2010-08-10T09:57:04Z,2010-08-10T09:57:04Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/4222,Ushhaa Saahitya Maale,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Jookaaliya Meile Maale 30,200179_OU_Jookaaliya_Meile_Maale_30.pdf,14.96Mb,Publications,Kannada
Nishaakaan'ta,2010-08-10T08:45:16Z,2010-08-10T08:45:16Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3308,St'yaan'd'ard'a Buuk D'ipuu,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Aani Besen't',198269_OU_Aani_Besen't'.pdf,9.674Mb,Publications,Kannada
Krxshhnd-akumar Bit'ageiri,2010-08-10T08:45:17Z,2010-08-10T08:45:17Z,1939//,http://oudl_osmania_ac_in/handle/OUDL/3310,Karnd-aat'aka Vidyaavardhaka San'ghada,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Karnd-aat'aka Jana Jiivana,198338_OU_Karnd-aat'aka_Jana_Jiivana.pdf,14.40Mb,Publications,Kannada
Deivi Ushha,2010-08-10T08:45:18Z,2010-08-10T08:45:18Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3311,Ushha Deivi,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kanyasere,198372_OU_Kanyasere.pdf,11.10Mb,Publications,Kannada
Shreiran'ga,2010-08-10T09:57:05Z,2010-08-10T09:57:05Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/4223,Lalita Saahitya Maale,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Purushaartha 3,200286_OU_Purushaartha_3.pdf,10.84Mb,Publications,Kannada
Siitaaraamayya Pat't'aabhi,2010-08-10T08:45:18Z,2010-08-10T08:45:18Z,1944//,http://oudl_osmania_ac_in/handle/OUDL/3312,Siddavanahal'l'i Krxshhnd-asharma,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Hin'duu Kut'un'ba Punardasharna,198292_OU_Hin'duu_Kut'un'ba_Punardasharna.pdf,6.342Mb,Publications,Kannada
Ran'gaachaarya A,2010-08-10T08:45:20Z,2010-08-10T08:45:20Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3316,A Ran'gaachaarya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Shrei Manmathvaachaaryaru Bhaaga 1,198363_OU_Shrei_Manmathvaachaaryaru_Bhaaga_1.pdf,10.75Mb,Publications,Kannada
Kyakind-i Gauriita,2010-08-10T08:45:20Z,2010-08-10T08:45:20Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3317,Kannad'a Sarasvati Bhaan'd'aara,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Baal'ina Gut't'u,198286_OU_Baal'ina_Gut't'u.pdf,14.93Mb,Publications,Kannada
Jiivaaji Bhiimaaji,2010-08-10T08:45:21Z,2010-08-10T08:45:21Z,1922//,http://oudl_osmania_ac_in/handle/OUDL/3318,Bhiimaaji Jiivaaji,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Shrei Vidyaarand-yasvaamigal'u,198358_OU_Shrei_Vidyaarand-yasvaamigal'u.pdf,13.79Mb,Publications,Kannada
Shreiran'ga,2010-08-10T08:45:21Z,2010-08-10T08:45:21Z,1944//,http://oudl_osmania_ac_in/handle/OUDL/3319,Ran'ga Man'ga Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Svalpadralli Svaarasya,198393_OU_Svalpadralli_Svaarasya.pdf,8.093Mb,Publications,Kannada
Ayyan'gaaraa Es Paradaraajayya,2010-08-10T08:45:22Z,2010-08-10T08:45:22Z,1924//,http://oudl_osmania_ac_in/handle/OUDL/3320,Es Paradaraajayya Ayyan'gaaraa,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Bhaarata Saathviimand-iman'jari,198351_OU_Bhaarata_Saathviimand-iman'jari.pdf,5.142Mb,Publications,Kannada
Narasin'hachaaraa Pu Ti,2010-08-10T08:45:24Z,2010-08-10T08:45:24Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3325,Shreinivaasa,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Hand-ate,198324_OU_Hand-ate.pdf,3.815Mb,Publications,Kannada
Halakat't'a S Pha Gu,2010-08-10T08:45:22Z,2010-08-10T08:45:22Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3321,Hitachin'taka Prin't'in'ga Pres,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Mahaadeiviyakkana Vachanagal'u 3,198265_OU_Mahaadeiviyakkana_Vachanagal'u_3.pdf,3.547Mb,Publications,Kannada
Anan'daachaarya Adya,2010-08-10T10:33:29Z,2010-08-10T10:33:29Z,1950/02/17,http://oudl_osmania_ac_in/handle/OUDL/4644,Adya Anan'daachaarya,IN_COPYRIGHT,TECHNOLOGY;Biotechnology,Charaka San'hite Bhaaga 2,200661_OU_Charaka_San'hite_Bhaaga_2.pdf,31.64Mb,Publications,Kannada
Kavali Man'd'ita Chi E,2010-08-10T08:45:24Z,2010-08-10T08:45:24Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3326,Raamaashraya Buk D'ipo,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kaadan'bari,198395_OU_Kaadan'bari.pdf,4.668Mb,Publications,Kannada
Shan'kara Ke,2010-08-10T09:57:05Z,2010-08-10T09:57:05Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/4225,Kaavyaalaya Prakaashakara,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Ran'gabhuumi,200268_OU_Ran'gabhuumi.pdf,13.56Mb,Publications,Kannada
Put't'asvaamayya Bi,2010-08-10T08:45:27Z,2010-08-10T08:45:27Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/3330,Pratibhaa Prakaashana,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Abhisaarike,198321_OU_Abhisaarike.pdf,19.17Mb,Publications,Kannada
Gun'd'appa D'i Vi,2010-08-10T08:45:25Z,2010-08-10T08:45:25Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3327,Karnd-aat'aka Prakat'anaalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Vidyaarand-ya Samakaaliinaru Bhaaga 2,198369_OU_Vidya ... amakaaliinaru_Bhaaga_2.pdf,14.72Mb,Publications,Kannada
Ven'kat'araav E,2010-08-10T10:33:29Z,2010-08-10T10:33:29Z,1929/02/17,http://oudl_osmania_ac_in/handle/OUDL/4645,Em Es Raav An'd' Kan',IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Shaan'ti Puraand-an',200701_OU_Shaan'ti_Puraand-an'.pdf,31.91Mb,Publications,Kannada
Bhat't'a Laqs-miinaaraayand-a,2010-08-10T08:45:26Z,2010-08-10T08:45:26Z,1924//,http://oudl_osmania_ac_in/handle/OUDL/3329,Subbayya An'd' San's,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Karnaat'aka Guru Kathaakalpateru Puurvaardha,198257_OU_Karna ... akalpateru_Puurvaardha.pdf,43.03Mb,Publications,Kannada
Ran'gasvaamiyavaru Bi,2010-08-10T08:45:29Z,2010-08-10T08:45:29Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3333,Bi Ran'gasvaamiyavaru,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Hut't'adahal'l'i Hal'l'iyahaad'u,198398_OU_Hut't'adahal'l'i_Hal'l'iyahaad'u.pdf,15.24Mb,Publications,Kannada
Raamaraav Yan',2010-08-10T08:45:28Z,2010-08-10T08:45:28Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3331,Suboodha Prakat'anaalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Kusumaan'jali Suboodha Gran'tha Maale 17,198416_OU_Kusum ... odha_Gran'tha_Maale_17.pdf,22.10Mb,Publications,Kannada
Baaliga Daamodara,2010-08-10T09:57:06Z,2010-08-10T09:57:06Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/4226,Basel Mishan Buk D'ipo,IN_COPYRIGHT,NATURAL SCIENCES;Generalities about the pure sciences,Nuutana Toot'agaarike Mattu Prakrxtishaasatra 5,200203_OU_Nuuta ... tu_Prakrxtishaasatra_5.pdf,23.04Mb,Publications,Kannada
